Index,geohash,latitude,longitude,day,timestamp,hour,minute,time_slot,is_peak,time_period,RoadType,NumberofLanes,LargeVehicles,Landmarks,Temperature,Weather,demand
20111,qp03rm,-5.37506103515625,90.6756591796875,48,5:45,5,45,23,0,Night,Residential,1,Not Allowed,No,15.494808625750698,Foggy,0.0977168557674623
20112,qp03rt,-5.37506103515625,90.6866455078125,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,0.3414887228191503,Snowy,0.0884456725819608
20113,qp03rv,-5.37506103515625,90.6976318359375,48,5:45,5,45,23,0,Night,Residential,1,Not Allowed,No,16.07760945705726,Foggy,0.141571171107888
20114,qp092j,-5.37506103515625,90.7086181640625,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,24.13739894966948,Sunny,0.1618963939942005
20115,qp092m,-5.37506103515625,90.7196044921875,48,5:45,5,45,23,0,Night,Street,1,Not Allowed,Yes,22.316704894907097,Sunny,0.2867070689202767
20116,qp092t,-5.37506103515625,90.7305908203125,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,13.00471912775718,Rainy,0.1261367279591329
20117,qp093t,-5.37506103515625,90.7745361328125,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,15.079380534068608,Foggy,0.0252518954758106
20118,qp093v,-5.37506103515625,90.7855224609375,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,13.301983168635868,Rainy,0.0476767072164978
20119,qp096j,-5.37506103515625,90.7965087890625,48,5:45,5,45,23,0,Night,Residential,1,Not Allowed,No,15.493772493018891,Snowy,0.0052121943872538
20120,qp096m,-5.37506103515625,90.8074951171875,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,-2.25016652722611,Snowy,0.0254957692751414
20121,qp096t,-5.37506103515625,90.8184814453125,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,16.654114053345964,Foggy,0.1791201972098172
20122,qp096v,-5.37506103515625,90.8294677734375,48,5:45,5,45,23,0,Night,Highway,2,Allowed,No,7.086835679167505,Rainy,0.8083271028389881
20123,qp097t,-5.37506103515625,90.8624267578125,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,4.998572993292553,Snowy,0.0218265648397919
20124,qp097v,-5.37506103515625,90.8734130859375,48,5:45,5,45,23,0,Night,Street,1,Not Allowed,No,20.6267829509999,Sunny,0.2122079779506594
20125,qp09kt,-5.37506103515625,90.9063720703125,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,20.551623383243022,Sunny,0.023222222360379
20126,qp09kv,-5.37506103515625,90.9173583984375,48,5:45,5,45,23,0,Night,Residential,1,Not Allowed,No,18.03411171191261,Foggy,0.2152560726832473
20127,qp09mt,-5.37506103515625,90.9503173828125,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,20.050769460129903,Sunny,0.0105104199147826
20128,qp03mq,-5.36956787109375,90.5877685546875,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,12.636312193684851,Rainy,0.0267113579356587
20129,qp03mw,-5.36956787109375,90.5987548828125,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,14.16222047853894,Foggy,0.0474098244958096
20130,qp03my,-5.36956787109375,90.6097412109375,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,15.361184144454754,Foggy,0.0693175575638833
20131,qp03qn,-5.36956787109375,90.6207275390625,48,5:45,5,45,23,0,Night,Residential,1,Not Allowed,No,16.139392553525298,Foggy,0.0176287939286401
20132,qp03qq,-5.36956787109375,90.6317138671875,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,6.542812924085677,Snowy,0.1109454352501684
20133,qp03qw,-5.36956787109375,90.6427001953125,48,5:45,5,45,23,0,Night,Residential,1,Not Allowed,No,1.2104320941040214,Snowy,0.0056334641858075
20134,qp03qy,-5.36956787109375,90.6536865234375,48,5:45,5,45,23,0,Night,Street,1,Not Allowed,Yes,16.031970569935297,Foggy,0.3202932170439107
20135,qp03rn,-5.36956787109375,90.6646728515625,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,15.398315838611763,Foggy,0.0266466749152899
20136,qp03rq,-5.36956787109375,90.6756591796875,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,15.545227468480016,Foggy,0.0712347725291172
20137,qp03rw,-5.36956787109375,90.6866455078125,48,5:45,5,45,23,0,Night,Residential,1,Not Allowed,No,18.92493399344704,Foggy,0.2072003345154676
20138,qp03ry,-5.36956787109375,90.6976318359375,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,8.182007559988731,Rainy,0.0844683453040211
20139,qp092n,-5.36956787109375,90.7086181640625,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,14.824452801407553,Foggy,0.1841351304039386
20140,qp092q,-5.36956787109375,90.7196044921875,48,5:45,5,45,23,0,Night,Street,1,Not Allowed,Yes,18.344728428899103,Foggy,0.2479301511940101
20141,qp092w,-5.36956787109375,90.7305908203125,48,5:45,5,45,23,0,Night,Street,1,Not Allowed,Yes,11.50623952443739,Rainy,0.2767627408391697
20142,qp093q,-5.36956787109375,90.7635498046875,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,26.04392567090169,Sunny,0.0120083509867461
20143,qp093w,-5.36956787109375,90.7745361328125,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,25.08274540775863,Sunny,0.1963489876184052
20144,qp093y,-5.36956787109375,90.7855224609375,48,5:45,5,45,23,0,Night,Residential,1,Not Allowed,No,21.53351952965606,Sunny,0.108915667009673
20145,qp096n,-5.36956787109375,90.7965087890625,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,24.40836016951372,Sunny,0.1382634046588569
20146,qp096q,-5.36956787109375,90.8074951171875,48,5:45,5,45,23,0,Night,Highway,3,Allowed,Yes,19.34302266008003,Sunny,0.605498037572624
20147,qp096w,-5.36956787109375,90.8184814453125,48,5:45,5,45,23,0,Night,Street,1,Not Allowed,Yes,9.9866731400101,Rainy,0.318191660061873
20148,qp096y,-5.36956787109375,90.8294677734375,48,5:45,5,45,23,0,Night,Highway,2,Allowed,No,7.818676392232732,Rainy,0.4251777206380076
20149,qp097w,-5.36956787109375,90.8624267578125,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,10.940377348511417,Rainy,0.0336061117961817
20150,qp097y,-5.36956787109375,90.8734130859375,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,16.200506474807817,Rainy,0.0990737728675574
20151,qp09kw,-5.36956787109375,90.9063720703125,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,18.085241307654165,Foggy,0.0557699818002499
20152,qp09ky,-5.36956787109375,90.9173583984375,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,25.28501059843877,Sunny,0.0386885530926066
20153,qp09mn,-5.36956787109375,90.9283447265625,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,34.5414863389944,Sunny,0.0252412395720059
20154,qp09qn,-5.36956787109375,90.9722900390625,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,12.404393584481674,Rainy,0.017898677166771
20155,qp03mr,-5.36407470703125,90.5877685546875,48,5:45,5,45,23,0,Night,Residential,1,Not Allowed,No,5.286232244053789,Snowy,0.0302494521055824
20156,qp03mz,-5.36407470703125,90.6097412109375,48,5:45,5,45,23,0,Night,Residential,1,Not Allowed,No,17.285046152865252,Foggy,0.0806019402827069
20157,qp03qz,-5.36407470703125,90.6536865234375,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,16.182349652266595,Foggy,0.0037615686765088
20158,qp03rp,-5.36407470703125,90.6646728515625,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,11.256211506305016,Rainy,0.0480684823468093
20159,qp03rr,-5.36407470703125,90.6756591796875,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,23.44224259969227,Sunny,0.0739088886642817
20160,qp03rx,-5.36407470703125,90.6866455078125,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,14.171524592626897,Foggy,0.080143473091499
20161,qp03rz,-5.36407470703125,90.6976318359375,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,15.345545994662633,Foggy,0.0715764831330915
20162,qp092p,-5.36407470703125,90.7086181640625,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,20.795362026822406,Sunny,0.0702213506863911
20163,qp092r,-5.36407470703125,90.7196044921875,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,20.81330570258292,Sunny,0.1732230635475521
20164,qp092x,-5.36407470703125,90.7305908203125,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,24.198155440904973,Sunny,0.1453108192121703
20165,qp093p,-5.36407470703125,90.7525634765625,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,15.776627260965428,Foggy,0.0640566572198842
20166,qp093r,-5.36407470703125,90.7635498046875,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,7.461969153081768,Rainy,0.1152006186268674
20167,qp093x,-5.36407470703125,90.7745361328125,48,5:45,5,45,23,0,Night,Street,1,Not Allowed,Yes,9.051474113853484,Rainy,0.2332087529933959
20168,qp096p,-5.36407470703125,90.7965087890625,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,9.257411805225043,Rainy,0.0303688812676208
20169,qp096r,-5.36407470703125,90.8074951171875,48,5:45,5,45,23,0,Night,Highway,2,Allowed,No,11.640075490112816,Rainy,1.0
20170,qp096x,-5.36407470703125,90.8184814453125,48,5:45,5,45,23,0,Night,Highway,3,Allowed,Yes,18.212809455280183,Foggy,0.6868036872796833
20171,qp096z,-5.36407470703125,90.8294677734375,48,5:45,5,45,23,0,Night,Highway,3,Allowed,Yes,6.678209499922001,Snowy,0.5181235025357258
20172,qp097z,-5.36407470703125,90.8734130859375,48,5:45,5,45,23,0,Night,Residential,1,Not Allowed,No,11.968995934607037,Rainy,0.0178780133199971
20173,qp09kr,-5.36407470703125,90.8953857421875,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,10.86010005551192,Rainy,0.0085721561929425
20174,qp09kx,-5.36407470703125,90.9063720703125,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,13.56737228118078,Rainy,0.0410051511929001
20175,qp09kz,-5.36407470703125,90.9173583984375,48,5:45,5,45,23,0,Night,Street,1,Not Allowed,Yes,12.94172925720924,Rainy,0.2751735398048487
20176,qp09mp,-5.36407470703125,90.9283447265625,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,20.562651701979004,Sunny,0.1235112269863509
20177,qp09mr,-5.36407470703125,90.9393310546875,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,17.2381537419092,Foggy,0.0048919460552507
20178,qp09mx,-5.36407470703125,90.9503173828125,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,16.570954785777268,Foggy,0.0444132329767589
20179,qp03t8,-5.35858154296875,90.5987548828125,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,13.926898097731996,Rainy,0.0903604890929688
20180,qp03tb,-5.35858154296875,90.6097412109375,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,17.408494444420363,Foggy,0.0835817145132889
20181,qp03w0,-5.35858154296875,90.6207275390625,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,19.15238610733824,Sunny,0.0414093629985491
20182,qp03w2,-5.35858154296875,90.6317138671875,48,5:45,5,45,23,0,Night,Residential,1,Not Allowed,No,12.538067780819889,Rainy,0.0033803566285003
20183,qp03w8,-5.35858154296875,90.6427001953125,48,5:45,5,45,23,0,Night,Residential,1,Not Allowed,No,16.262614915046782,Foggy,0.1590498665614958
20184,qp03x0,-5.35858154296875,90.6646728515625,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,18.970451191694675,Foggy,0.0025329691894217
20185,qp03x2,-5.35858154296875,90.6756591796875,48,5:45,5,45,23,0,Night,Residential,1,Not Allowed,No,25.20149834246422,Sunny,0.1193750892665551
20186,qp03x8,-5.35858154296875,90.6866455078125,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,18.838523329190537,Foggy,0.1110561237188344
20187,qp03xb,-5.35858154296875,90.6976318359375,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,12.647416343813209,Rainy,0.0449025384090013
20188,qp0980,-5.35858154296875,90.7086181640625,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,11.63745852963666,Rainy,0.0618551588507011
20189,qp0982,-5.35858154296875,90.7196044921875,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,13.361539095611397,Rainy,0.1486226127162264
20190,qp0988,-5.35858154296875,90.7305908203125,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,13.97567731030222,Rainy,0.0775687117189684
20191,qp0992,-5.35858154296875,90.7635498046875,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,20.50648043946276,Sunny,0.1172651542739473
20192,qp0998,-5.35858154296875,90.7745361328125,48,5:45,5,45,23,0,Night,Residential,1,Not Allowed,No,20.08687052052442,Sunny,0.1384894708635882
20193,qp099b,-5.35858154296875,90.7855224609375,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,40.4281220480556,Sunny,0.0635117617976985
20194,qp09d2,-5.35858154296875,90.8074951171875,48,5:45,5,45,23,0,Night,Highway,4,Allowed,Yes,12.190276976473754,Rainy,1.0
20195,qp09d8,-5.35858154296875,90.8184814453125,48,5:45,5,45,23,0,Night,Highway,3,Allowed,Yes,26.44915182412033,Sunny,0.8311922091433056
20196,qp09db,-5.35858154296875,90.8294677734375,48,5:45,5,45,23,0,Night,Highway,3,Allowed,Yes,32.5013206225666,Sunny,0.6114305807153008
20197,qp09e2,-5.35858154296875,90.8514404296875,48,5:45,5,45,23,0,Night,Residential,1,Not Allowed,No,8.901148905568988,Rainy,0.0028061403366201
20198,qp09e8,-5.35858154296875,90.8624267578125,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,18.69590935641253,Foggy,0.0350447992106341
20199,qp09eb,-5.35858154296875,90.8734130859375,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,20.06837265179474,Sunny,0.0250876259351114
20200,qp09s2,-5.35858154296875,90.8953857421875,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,14.39903469701898,Foggy,0.0171692251833651
20201,qp09s8,-5.35858154296875,90.9063720703125,48,5:45,5,45,23,0,Night,Street,1,Not Allowed,Yes,2.8163064975126613,Snowy,0.2526748282353154
20202,qp09sb,-5.35858154296875,90.9173583984375,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,17.557251227033664,Foggy,0.1227074181537337
20203,qp09t0,-5.35858154296875,90.9283447265625,48,5:45,5,45,23,0,Night,Residential,1,Not Allowed,No,9.93812989450794,Rainy,0.1824542823931934
20204,qp09t2,-5.35858154296875,90.9393310546875,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,11.439604600975574,Rainy,0.0177917031685002
20205,qp09t8,-5.35858154296875,90.9503173828125,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,15.9156385081426,Foggy,0.0530221968668192
20206,qp03t3,-5.35308837890625,90.5877685546875,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,19.26835153773779,Sunny,0.0099511728656625
20207,qp03t9,-5.35308837890625,90.5987548828125,48,5:45,5,45,23,0,Night,Residential,1,Not Allowed,No,7.083933030628595,Rainy,0.1046781644353916
20208,qp03tc,-5.35308837890625,90.6097412109375,48,5:45,5,45,23,0,Night,Residential,1,Not Allowed,No,21.364093161350063,Sunny,0.0474415893834306
20209,qp03w1,-5.35308837890625,90.6207275390625,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,18.05605333926813,Foggy,0.1265278573221398
20210,qp03w3,-5.35308837890625,90.6317138671875,48,5:45,5,45,23,0,Night,Street,1,Not Allowed,Yes,30.59002690629665,Sunny,0.3005714434506647
20211,qp03w9,-5.35308837890625,90.6427001953125,48,5:45,5,45,23,0,Night,Street,1,Not Allowed,Yes,19.85984383639435,Sunny,0.2583129894878038
20212,qp03wc,-5.35308837890625,90.6536865234375,48,5:45,5,45,23,0,Night,Street,1,Not Allowed,Yes,16.34398467935729,Foggy,0.2553403316394814
20213,qp03x1,-5.35308837890625,90.6646728515625,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,20.91562028587652,Sunny,0.155628286206272
20214,qp03x3,-5.35308837890625,90.6756591796875,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,11.83089203384498,Rainy,0.1218881636968329
20215,qp03x9,-5.35308837890625,90.6866455078125,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,13.42165022915646,Rainy,0.0843149154005372
20216,qp03xc,-5.35308837890625,90.6976318359375,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,17.06940812850141,Foggy,0.073826706694143
20217,qp0981,-5.35308837890625,90.7086181640625,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,24.873296240112065,Sunny,0.0970098943400067
20218,qp0983,-5.35308837890625,90.7196044921875,48,5:45,5,45,23,0,Night,Residential,1,Not Allowed,No,20.181052507767845,Sunny,0.0362016737494612
20219,qp0989,-5.35308837890625,90.7305908203125,48,5:45,5,45,23,0,Night,Residential,1,Not Allowed,No,19.52675169194925,Sunny,0.0395685008727969
20220,qp098c,-5.35308837890625,90.7415771484375,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,19.69591070984212,Sunny,0.0067692699225143
20221,qp0991,-5.35308837890625,90.7525634765625,48,5:45,5,45,23,0,Night,Residential,1,Not Allowed,No,31.717121365261896,Sunny,0.1414531486850372
20222,qp0993,-5.35308837890625,90.7635498046875,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,18.439030518628982,Foggy,0.143971156179841
20223,qp0999,-5.35308837890625,90.7745361328125,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,16.077441737923643,Foggy,0.0765823468000741
20224,qp099c,-5.35308837890625,90.7855224609375,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,11.174459295466228,Rainy,0.1221841033609255
20225,qp09d1,-5.35308837890625,90.7965087890625,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,17.57865188810003,Foggy,0.0448227520586484
20226,qp09d3,-5.35308837890625,90.8074951171875,48,5:45,5,45,23,0,Night,Highway,3,Allowed,Yes,7.128268492700844,Rainy,0.905719634697802
20227,qp09d9,-5.35308837890625,90.8184814453125,48,5:45,5,45,23,0,Night,Highway,2,Allowed,No,13.66629847804082,Rainy,1.0
20228,qp09dc,-5.35308837890625,90.8294677734375,48,5:45,5,45,23,0,Night,Highway,2,Allowed,No,23.56796927375624,Sunny,1.0
20229,qp09e1,-5.35308837890625,90.8404541015625,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,14.024508893905644,Foggy,0.1770423216839858
20230,qp09e3,-5.35308837890625,90.8514404296875,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,16.64833594719459,Foggy,0.0299855344148492
20231,qp09e9,-5.35308837890625,90.8624267578125,48,5:45,5,45,23,0,Night,Residential,1,Not Allowed,No,15.102301849720812,Foggy,0.0932947193900743
20232,qp09s9,-5.35308837890625,90.9063720703125,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,20.096663431895514,Sunny,0.1568582338742956
20233,qp09sc,-5.35308837890625,90.9173583984375,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,6.865450500648189,Snowy,0.0262394525084431
20234,qp09t9,-5.35308837890625,90.9503173828125,48,5:45,5,45,23,0,Night,Residential,1,Not Allowed,No,13.713180447987789,Rainy,0.0084665830484682
20235,qp03t6,-5.34759521484375,90.5877685546875,48,5:45,5,45,23,0,Night,Residential,1,Not Allowed,No,25.79052046749328,Sunny,0.0398047949402179
20236,qp03td,-5.34759521484375,90.5987548828125,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,16.85593138534727,Foggy,0.0114455303348545
20237,qp03tf,-5.34759521484375,90.6097412109375,48,5:45,5,45,23,0,Night,Residential,1,Not Allowed,No,18.62284651644538,Foggy,0.0324041790938578
20238,qp03w4,-5.34759521484375,90.6207275390625,48,5:45,5,45,23,0,Night,Residential,1,Not Allowed,No,21.34677585229061,Sunny,0.0881924392490678
20239,qp03w6,-5.34759521484375,90.6317138671875,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,9.253039466742145,Rainy,0.0205890387851323
20240,qp03wd,-5.34759521484375,90.6427001953125,48,5:45,5,45,23,0,Night,Street,1,Not Allowed,Yes,27.392050616865788,Sunny,0.2554485487693408
20241,qp03wf,-5.34759521484375,90.6536865234375,48,5:45,5,45,23,0,Night,Highway,2,Allowed,No,15.673736367459206,Foggy,0.7682539848872575
20242,qp03x4,-5.34759521484375,90.6646728515625,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,24.79864383432268,Sunny,0.0693399771988904
20243,qp03x6,-5.34759521484375,90.6756591796875,48,5:45,5,45,23,0,Night,Residential,1,Not Allowed,No,15.87111749189384,Sunny,0.111186601276404
20244,qp03xd,-5.34759521484375,90.6866455078125,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,9.873589526695708,Rainy,0.0558274558971528
20245,qp03xf,-5.34759521484375,90.6976318359375,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,5.826476311641926,Snowy,0.1673265380476668
20246,qp0984,-5.34759521484375,90.7086181640625,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,22.53542904702939,Sunny,0.0546702215013974
20247,qp0986,-5.34759521484375,90.7196044921875,48,5:45,5,45,23,0,Night,Residential,1,Not Allowed,No,17.101283178302978,Foggy,0.1061165626201518
20248,qp098d,-5.34759521484375,90.7305908203125,48,5:45,5,45,23,0,Night,Residential,1,Not Allowed,No,21.21215979970912,Sunny,0.1249568140699666
20249,qp098f,-5.34759521484375,90.7415771484375,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,13.738964101716784,Rainy,0.0228979871045097
20250,qp0994,-5.34759521484375,90.7525634765625,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,-0.2807590623005573,Snowy,0.111857163153521
20251,qp0996,-5.34759521484375,90.7635498046875,48,5:45,5,45,23,0,Night,Residential,1,Not Allowed,No,11.228421797961165,Rainy,0.096815049231239
20252,qp099d,-5.34759521484375,90.7745361328125,48,5:45,5,45,23,0,Night,Residential,1,Not Allowed,No,3.588162106730069,Snowy,0.0793336108074317
20253,qp099f,-5.34759521484375,90.7855224609375,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,11.683499965869617,Rainy,0.0458506536348555
20254,qp09d6,-5.34759521484375,90.8074951171875,48,5:45,5,45,23,0,Night,Street,1,Not Allowed,Yes,21.9557908221442,Sunny,0.2941469513572869
20255,qp09dd,-5.34759521484375,90.8184814453125,48,5:45,5,45,23,0,Night,Street,1,Not Allowed,Yes,22.149958944874115,Sunny,0.2973828465528739
20256,qp09df,-5.34759521484375,90.8294677734375,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,26.565696705908408,Sunny,0.2071058065555938
20257,qp09e4,-5.34759521484375,90.8404541015625,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,13.51417538794304,Rainy,0.0373575535670225
20258,qp09e6,-5.34759521484375,90.8514404296875,48,5:45,5,45,23,0,Night,Residential,1,Not Allowed,No,13.027527970764812,Rainy,0.0246273859010405
20259,qp09ed,-5.34759521484375,90.8624267578125,48,5:45,5,45,23,0,Night,Residential,1,Not Allowed,No,18.35728530161515,Foggy,0.0627867613038206
20260,qp09s6,-5.34759521484375,90.8953857421875,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,17.250557225496337,Foggy,0.1135211397803201
20261,qp09sd,-5.34759521484375,90.9063720703125,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,22.732821339450147,Sunny,0.1828502789572629
20262,qp09sf,-5.34759521484375,90.9173583984375,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,6.910112711640791,Snowy,0.011750058361347
20263,qp09t4,-5.34759521484375,90.9283447265625,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,22.21639428843313,Sunny,0.0303301722281184
20264,qp03t7,-5.34210205078125,90.5877685546875,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,24.96518902498012,Sunny,0.0295767355927744
20265,qp03te,-5.34210205078125,90.5987548828125,48,5:45,5,45,23,0,Night,Residential,1,Not Allowed,No,21.3606918954179,Sunny,0.048462060230345
20266,qp03tg,-5.34210205078125,90.6097412109375,48,5:45,5,45,23,0,Night,Residential,1,Not Allowed,No,19.42261084583357,Sunny,0.0259132662623308
20267,qp03w5,-5.34210205078125,90.6207275390625,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,14.290422857597475,Foggy,0.0584153099872038
20268,qp03w7,-5.34210205078125,90.6317138671875,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,14.626716993526731,Foggy,0.032670341736106
20269,qp03we,-5.34210205078125,90.6427001953125,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,17.396852531383367,Foggy,0.1542664955204682
20270,qp03wg,-5.34210205078125,90.6536865234375,48,5:45,5,45,23,0,Night,Highway,3,Allowed,Yes,18.266961632707275,Foggy,0.4357702422159025
20271,qp03x5,-5.34210205078125,90.6646728515625,48,5:45,5,45,23,0,Night,Street,1,Not Allowed,Yes,17.28726665492046,Foggy,0.2268910816501755
20272,qp03x7,-5.34210205078125,90.6756591796875,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,16.75077836813494,Foggy,0.2034153553707161
20273,qp03xe,-5.34210205078125,90.6866455078125,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,22.29409731251849,Sunny,0.1037101468138877
20274,qp03xg,-5.34210205078125,90.6976318359375,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,15.675150604373416,Rainy,0.1786308233914475
20275,qp0985,-5.34210205078125,90.7086181640625,48,5:45,5,45,23,0,Night,Residential,1,Not Allowed,No,13.425320164982663,Rainy,0.1365806693493675
20276,qp0987,-5.34210205078125,90.7196044921875,48,5:45,5,45,23,0,Night,Highway,2,Allowed,No,10.996574793440535,Rainy,0.484769523877372
20277,qp098e,-5.34210205078125,90.7305908203125,48,5:45,5,45,23,0,Night,Residential,1,Not Allowed,No,13.084665551812982,Rainy,0.0378486765441712
20278,qp098g,-5.34210205078125,90.7415771484375,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,19.04981320563369,Sunny,0.0124269786810311
20279,qp0995,-5.34210205078125,90.7525634765625,48,5:45,5,45,23,0,Night,Residential,1,Not Allowed,No,30.4303049816424,Sunny,0.0399105901458045
20280,qp0997,-5.34210205078125,90.7635498046875,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,17.035278559387216,Foggy,0.0383783725844577
20281,qp099e,-5.34210205078125,90.7745361328125,48,5:45,5,45,23,0,Night,Residential,3,Allowed,Yes,22.2658817161362,Sunny,0.1516072356882615
20282,qp099g,-5.34210205078125,90.7855224609375,48,5:45,5,45,23,0,Night,Residential,2,Not Allowed,Yes,7.234388554311103,Rainy,0.1523073830371411
20283,qp09d5,-5.34210205078125,90.7965087890625,48,5:45,5,45,23,0,Night,Residential,1,Not Allowed,No,28.363574231923486,Sunny,0.1011156026222709
